time,latitude,longitude,altitude
2021-07-13 18:34:33+00:00,37.614608,-121.882332,91.3
2021-07-13 18:34:35+00:00,37.614608,-121.882335,91.2
2021-07-13 18:34:36+00:00,37.614603,-121.882306,91.0
2021-07-13 18:34:37+00:00,37.614608,-121.882296,91.0
2021-07-13 18:34:38+00:00,37.614616,-121.882293,90.9
2021-07-13 18:34:40+00:00,37.614652,-121.88228,90.6
2021-07-13 18:34:41+00:00,37.614663,-121.882278,90.5
2021-07-13 18:34:43+00:00,37.614688,-121.882254,90.3
2021-07-13 18:34:45+00:00,37.614699,-121.882237,89.7
2021-07-13 18:34:46+00:00,37.614695,-121.882235,89.6
2021-07-13 18:34:47+00:00,37.614695,-121.882233,89.6
2021-07-13 18:34:49+00:00,37.614683,-121.882234,89.5
2021-07-13 18:34:51+00:00,37.614685,-121.882209,89.4
2021-07-13 18:34:52+00:00,37.614685,-121.882202,89.4
2021-07-13 18:34:54+00:00,37.614699,-121.88219,89.3
2021-07-13 18:34:56+00:00,37.614705,-121.882183,89.2
2021-07-13 18:34:58+00:00,37.614713,-121.882169,89.1
2021-07-13 18:35:00+00:00,37.614714,-121.882166,89.1
2021-07-13 18:35:01+00:00,37.614713,-121.882168,89.1
2021-07-13 18:35:03+00:00,37.614712,-121.882168,89.1
2021-07-13 18:35:05+00:00,37.614713,-121.882168,89.1
2021-07-13 18:35:06+00:00,37.614713,-121.882168,89.1
2021-07-13 18:35:08+00:00,37.614713,-121.882167,89.1
2021-07-13 18:35:09+00:00,37.614713,-121.882167,89.1
2021-07-13 18:35:11+00:00,37.614713,-121.882166,89.1
2021-07-13 18:35:13+00:00,37.614713,-121.882166,89.1
2021-07-13 18:35:15+00:00,37.614713,-121.882166,89.1
2021-07-13 18:35:16+00:00,37.614713,-121.882165,89.0
2021-07-13 18:35:17+00:00,37.614713,-121.882166,89.0
2021-07-13 18:35:19+00:00,37.614713,-121.882165,89.0
2021-07-13 18:35:21+00:00,37.614714,-121.882165,89.0
2021-07-13 18:35:22+00:00,37.614714,-121.882165,89.0
2021-07-13 18:35:24+00:00,37.614715,-121.882165,89.0
2021-07-13 18:35:26+00:00,37.614715,-121.882165,89.0
2021-07-13 18:35:27+00:00,37.614715,-121.882165,89.0
