time,latitude,longitude
2021-07-12 14:48:01+00:00,37.655942318961024,-121.98764903470874
2021-07-12 14:48:02+00:00,37.655959501862526,-121.98764115571976
2021-07-12 14:48:03+00:00,37.65597676858306,-121.9876317679882
2021-07-12 14:48:04+00:00,37.65599638223648,-121.98762363754213
2021-07-12 14:48:05+00:00,37.656015660613775,-121.98761307634413
2021-07-12 14:48:06+00:00,37.65603653155267,-121.98760226368904
2021-07-12 14:48:07+00:00,37.65605924651027,-121.98759136721492
2021-07-12 14:48:08+00:00,37.65607927925885,-121.98758164420724
2021-07-12 14:48:09+00:00,37.656099228188396,-121.98756814934313
2021-07-12 14:48:10+00:00,37.65611833892763,-121.98755482211709
2021-07-12 14:48:11+00:00,37.65613451600075,-121.98754006996751
2021-07-12 14:48:12+00:00,37.656158823519945,-121.98753043077886
2021-07-12 14:48:13+00:00,37.65617709606886,-121.98751986958086
2021-07-12 14:48:14+00:00,37.65619553625584,-121.98751391842961
2021-07-12 14:48:15+00:00,37.656218418851495,-121.98750109411776
2021-07-12 14:48:16+00:00,37.65624172054231,-121.98749120347202
2021-07-12 14:48:17+00:00,37.65626477077603,-121.98748382739723
2021-07-12 14:48:18+00:00,37.65628480352461,-121.98747326619923
2021-07-12 14:48:19+00:00,37.656301483511925,-121.9874607771635
2021-07-12 14:48:20+00:00,37.65631397254765,-121.98744661174715
2021-07-12 14:48:21+00:00,37.65632118098438,-121.98743563145399
2021-07-12 14:48:22+00:00,37.65632897615433,-121.98743211105466
2021-07-12 14:48:23+00:00,37.656357642263174,-121.98743093758821
2021-07-12 14:48:24+00:00,37.656369376927614,-121.98742372915149
2021-07-12 14:48:25+00:00,37.65637759119272,-121.98741375468671
2021-07-12 14:48:26+00:00,37.65637960284948,-121.98740973137319
2021-07-12 14:48:27+00:00,37.65638077631593,-121.98740889318287
2021-07-12 14:48:28+00:00,37.65638102777302,-121.98740880936384
2021-07-12 14:48:29+00:00,37.65638144686818,-121.98741090483963
2021-07-12 14:48:30+00:00,37.656380608677864,-121.98741283267736
2021-07-12 14:48:31+00:00,37.65637834556401,-121.98741559870541
2021-07-12 14:48:32+00:00,37.65637750737369,-121.98741752654314
2021-07-12 14:48:33+00:00,37.656376250088215,-121.98741752654314
2021-07-12 14:48:34+00:00,37.65636954456568,-121.98741509579122
2021-07-12 14:48:35+00:00,37.65636879019439,-121.98741484433413
2021-07-12 14:48:36+00:00,37.656370382755995,-121.98741073720157
2021-07-12 14:48:37+00:00,37.65637633390725,-121.98740227147937
2021-07-12 14:48:38+00:00,37.65639049932361,-121.9873867649585
2021-07-12 14:48:39+00:00,37.6563976239413,-121.98736916296184
2021-07-12 14:48:40+00:00,37.65641128644347,-121.98735231533647
2021-07-12 14:48:41+00:00,37.65642821788788,-121.98733437806368
2021-07-12 14:48:42+00:00,37.65644481405616,-121.98731023818254
2021-07-12 14:48:43+00:00,37.65645336359739,-121.98729020543396
2021-07-12 14:48:44+00:00,37.65648555010557,-121.98727964423597
2021-07-12 14:48:45+00:00,37.65651882626116,-121.98727151378989
2021-07-12 14:48:46+00:00,37.65652595087886,-121.98724888265133
2021-07-12 14:48:47+00:00,37.6565376855433,-121.98722851462662
2021-07-12 14:48:48+00:00,37.656542379409075,-121.98720471002162
2021-07-12 14:48:49+00:00,37.656541876494884,-121.98718182742596
2021-07-12 14:48:50+00:00,37.65653542242944,-121.98715743608773
2021-07-12 14:48:51+00:00,37.65652268193662,-121.98713958263397
2021-07-12 14:48:52+00:00,37.65650751069188,-121.98713287711143
2021-07-12 14:48:53+00:00,37.65648596920073,-121.98712994344532
2021-07-12 14:48:54+00:00,37.656465684995055,-121.98712818324566
2021-07-12 14:48:55+00:00,37.65644355677068,-121.98712759651244
2021-07-12 14:48:56+00:00,37.65641857869923,-121.98712474666536
2021-07-12 14:48:57+00:00,37.65640147961676,-121.98713044635952
2021-07-12 14:48:58+00:00,37.656381111592054,-121.98713656514883
2021-07-12 14:48:59+00:00,37.656358145177364,-121.98714368976653
2021-07-12 14:49:00+00:00,37.656337190419436,-121.98715827427804
2021-07-12 14:49:01+00:00,37.656320091336966,-121.98716774582863
2021-07-12 14:49:02+00:00,37.65630232170224,-121.98717378079891
2021-07-12 14:49:03+00:00,37.656281031668186,-121.98717621155083
2021-07-12 14:49:04+00:00,37.65626225620508,-121.98717780411243
2021-07-12 14:49:05+00:00,37.65624465420842,-121.98717998340726
2021-07-12 14:49:06+00:00,37.65622789040208,-121.9871830008924
2021-07-12 14:49:07+00:00,37.656208109110594,-121.98718224652112
2021-07-12 14:49:08+00:00,37.65619360841811,-121.98718576692045
2021-07-12 14:49:09+00:00,37.65618070028722,-121.98719046078622
2021-07-12 14:49:10+00:00,37.65616578049958,-121.98719398118556
2021-07-12 14:49:11+00:00,37.65615169890225,-121.98719867505133
2021-07-12 14:49:12+00:00,37.65613476745784,-121.98720236308873
2021-07-12 14:49:13+00:00,37.656115824356675,-121.98720236308873
2021-07-12 14:49:14+00:00,37.65610132366419,-121.98720336891711
2021-07-12 14:49:15+00:00,37.65608632005751,-121.98720060288906
2021-07-12 14:49:16+00:00,37.65607047826052,-121.98719741776586
2021-07-12 14:49:17+00:00,37.65605287626386,-121.98719523847103
2021-07-12 14:49:18+00:00,37.65603351406753,-121.9871930591762
2021-07-12 14:49:19+00:00,37.656017085537314,-121.9871919695288
2021-07-12 14:49:20+00:00,37.65599789097905,-121.98719163425267
2021-07-12 14:49:21+00:00,37.65597936697304,-121.98718442581594
2021-07-12 14:49:22+00:00,37.655964782461524,-121.98717445135117
2021-07-12 14:49:23+00:00,37.65595036558807,-121.98716648854315
2021-07-12 14:49:24+00:00,37.655934020876884,-121.98715743608773
2021-07-12 14:49:25+00:00,37.65591784380376,-121.98715324513614
2021-07-12 14:49:26+00:00,37.65590359456837,-121.9871465396136
2021-07-12 14:49:27+00:00,37.6558864954859,-121.98713882826269
2021-07-12 14:49:28+00:00,37.65587174333632,-121.98712474666536
2021-07-12 14:49:29+00:00,37.65585707500577,-121.98711074888706
2021-07-12 14:49:30+00:00,37.65584399923682,-121.98709893040359
2021-07-12 14:49:31+00:00,37.6558296661824,-121.98708694428205
2021-07-12 14:49:32+00:00,37.65581902116537,-121.98707286268473
2021-07-12 14:49:33+00:00,37.65580686740577,-121.98705970309675
2021-07-12 14:49:34+00:00,37.65579613856971,-121.98704696260393
2021-07-12 14:49:35+00:00,37.65578566119075,-121.98703321628273
2021-07-12 14:49:36+00:00,37.655770406126976,-121.98701100423932
2021-07-12 14:49:37+00:00,37.6557554025203,-121.98699541389942
2021-07-12 14:49:38+00:00,37.65574458986521,-121.98698007501662
2021-07-12 14:49:39+00:00,37.65573168173432,-121.98696607723832
2021-07-12 14:49:40+00:00,37.65572120435536,-121.98694931343198
2021-07-12 14:49:41+00:00,37.65570988878608,-121.98693489655852
2021-07-12 14:49:42+00:00,37.65569387935102,-121.98691989295185
2021-07-12 14:49:43+00:00,37.65568164177239,-121.98690639808774
2021-07-12 14:49:44+00:00,37.65566613525152,-121.98690539225936
2021-07-12 14:49:45+00:00,37.65565389767289,-121.9868962559849
2021-07-12 14:49:46+00:00,37.65563922934234,-121.98689457960427
2021-07-12 14:49:47+00:00,37.65562598593533,-121.98689860291779
2021-07-12 14:49:48+00:00,37.65561165288091,-121.98690271005034
2021-07-12 14:49:49+00:00,37.65559329651296,-121.98690094985068
2021-07-12 14:49:50+00:00,37.65557351522148,-121.98690195567906
2021-07-12 14:49:51+00:00,37.655555829405785,-121.98689575307071
2021-07-12 14:49:52+00:00,37.65553998760879,-121.98689189739525
2021-07-12 14:49:53+00:00,37.65552783384919,-121.98689231649041
2021-07-12 14:49:54+00:00,37.65551492571831,-121.98688477277756
2021-07-12 14:49:55+00:00,37.65549992211163,-121.98687714524567
2021-07-12 14:49:56+00:00,37.65548525378108,-121.98687370866537
2021-07-12 14:49:57+00:00,37.65546848997474,-121.98687077499926
2021-07-12 14:49:58+00:00,37.655451726168394,-121.98686105199158
2021-07-12 14:49:59+00:00,37.655435213819146,-121.9868518318981
2021-07-12 14:50:00+00:00,37.655416605994105,-121.98684227652848
2021-07-12 14:50:01+00:00,37.65540210530162,-121.98682576417923
2021-07-12 14:50:02+00:00,37.65538802370429,-121.98681285604835
2021-07-12 14:50:03+00:00,37.65537570230663,-121.98679600842297
2021-07-12 14:50:04+00:00,37.65536438673735,-121.98677907697856
2021-07-12 14:50:05+00:00,37.65535575337708,-121.98676600120962
2021-07-12 14:50:06+00:00,37.65534980222583,-121.98674337007105
2021-07-12 14:50:07+00:00,37.65533966012299,-121.98672761209309
2021-07-12 14:50:08+00:00,37.65533295460045,-121.9867080822587
2021-07-12 14:50:09+00:00,37.65532708726823,-121.98668452911079
2021-07-12 14:50:10+00:00,37.65532113611698,-121.9866597186774
2021-07-12 14:50:11+00:00,37.655318370088935,-121.98663675226271
2021-07-12 14:50:12+00:00,37.655315017327666,-121.9866166356951
2021-07-12 14:50:13+00:00,37.65531367622316,-121.98659517802298
2021-07-12 14:50:14+00:00,37.655311077833176,-121.98657774366438
2021-07-12 14:50:15+00:00,37.655309569090605,-121.98655310086906
2021-07-12 14:50:16+00:00,37.65530847944319,-121.98653516359627
2021-07-12 14:50:17+00:00,37.65531116165221,-121.98651731014252
2021-07-12 14:50:18+00:00,37.655313005670905,-121.98649534955621
2021-07-12 14:50:19+00:00,37.65531258657575,-121.98646794073284
2021-07-12 14:50:20+00:00,37.655311580747366,-121.98645209893584
2021-07-12 14:50:21+00:00,37.65530847944319,-121.98644304648042
2021-07-12 14:50:22+00:00,37.65530630014837,-121.98643131181598
2021-07-12 14:50:23+00:00,37.655307557433844,-121.98642024770379
2021-07-12 14:50:24+00:00,37.65530931763351,-121.98640566319227
2021-07-12 14:50:25+00:00,37.65531015582383,-121.98639694601297
2021-07-12 14:50:26+00:00,37.6553114131093,-121.98638294823468
2021-07-12 14:50:27+00:00,37.65530998818576,-121.98637221939862
2021-07-12 14:50:28+00:00,37.65530931763351,-121.98637037537992
2021-07-12 14:50:29+00:00,37.65531241893768,-121.98635344393551
2021-07-12 14:50:30+00:00,37.65531258657575,-121.9863330759108
2021-07-12 14:50:31+00:00,37.655315017327666,-121.98631237260997
2021-07-12 14:50:32+00:00,37.65532121993601,-121.98629477061331
2021-07-12 14:50:33+00:00,37.65532591380179,-121.9862799346447
2021-07-12 14:50:34+00:00,37.65533429570496,-121.98625839315355
2021-07-12 14:50:35+00:00,37.655336474999785,-121.98623852804303
2021-07-12 14:50:36+00:00,37.65534368343651,-121.986222602427
2021-07-12 14:50:37+00:00,37.655353071168065,-121.98619603179395
2021-07-12 14:50:38+00:00,37.6553565915674,-121.98616719804704
2021-07-12 14:50:39+00:00,37.655363297089934,-121.98615252971649
2021-07-12 14:50:40+00:00,37.65536790713668,-121.98613727465272
2021-07-12 14:50:41+00:00,37.65536941587925,-121.9861192535609
2021-07-12 14:50:42+00:00,37.65537226572633,-121.98610156774521
2021-07-12 14:50:43+00:00,37.655374025925994,-121.98609050363302
2021-07-12 14:50:44+00:00,37.65537394210696,-121.98608061298728
2021-07-12 14:50:45+00:00,37.655370673164725,-121.98606812395155
2021-07-12 14:50:46+00:00,37.65536564402282,-121.98605630546808
2021-07-12 14:50:47+00:00,37.65536128543317,-121.98604742065072
2021-07-12 14:50:48+00:00,37.655356423929334,-121.98603903874755
2021-07-12 14:50:49+00:00,37.655350556597114,-121.98602395132184
2021-07-12 14:50:50+00:00,37.65534292906523,-121.9860090315342
2021-07-12 14:50:51+00:00,37.65533421188593,-121.98599587194622
2021-07-12 14:50:52+00:00,37.65532582998276,-121.98598665185273
2021-07-12 14:50:53+00:00,37.65531426295638,-121.98597298935056
2021-07-12 14:50:54+00:00,37.65529138036072,-121.98595781810582
2021-07-12 14:50:55+00:00,37.65526724047959,-121.98594189248979
2021-07-12 14:50:56+00:00,37.65524435788393,-121.98592496104538
2021-07-12 14:50:57+00:00,37.65522122383118,-121.98591297492385
2021-07-12 14:50:58+00:00,37.655203118920326,-121.9859030842781
2021-07-12 14:50:59+00:00,37.65518467873335,-121.98588925413787
2021-07-12 14:51:00+00:00,37.65517101623118,-121.98588531464338
2021-07-12 14:51:01+00:00,37.65515584498644,-121.98588690720499
2021-07-12 14:51:02+00:00,37.65513581223786,-121.98588481172919
2021-07-12 14:51:03+00:00,37.65511326491833,-121.98588330298662
2021-07-12 14:51:04+00:00,37.65508946031332,-121.98589394800365
2021-07-12 14:51:05+00:00,37.65506808646023,-121.98590165935457
2021-07-12 14:51:06+00:00,37.65504796989262,-121.98591163381934
2021-07-12 14:51:07+00:00,37.65502626076341,-121.98592169210315
2021-07-12 14:51:08+00:00,37.65500681474805,-121.98593778535724
2021-07-12 14:51:09+00:00,37.65498569235206,-121.98595211841166
2021-07-12 14:51:10+00:00,37.6549628097564,-121.9859709776938
2021-07-12 14:51:11+00:00,37.65493783168495,-121.98598480783403
2021-07-12 14:51:12+00:00,37.6549126021564,-121.98599930852652
2021-07-12 14:51:13+00:00,37.65488862991333,-121.98601112700999
2021-07-12 14:51:14+00:00,37.654865914955735,-121.98601707816124
2021-07-12 14:51:15+00:00,37.654843451455235,-121.98603132739663
2021-07-12 14:51:16+00:00,37.65482165850699,-121.9860381167382
2021-07-12 14:51:17+00:00,37.65480103902519,-121.98603962548077
2021-07-12 14:51:18+00:00,37.65478075481951,-121.98604054749012
2021-07-12 14:51:19+00:00,37.65476298518479,-121.9860383681953
2021-07-12 14:51:20+00:00,37.65474940650165,-121.98603585362434
2021-07-12 14:51:21+00:00,37.65473825857043,-121.98603216558695
2021-07-12 14:51:22+00:00,37.6547297090292,-121.9860278069973
2021-07-12 14:51:23+00:00,37.65472451224923,-121.9860188383609
2021-07-12 14:51:24+00:00,37.65471797436476,-121.98601397685707
2021-07-12 14:51:25+00:00,37.654712442308664,-121.98600517585874
2021-07-12 14:51:26+00:00,37.65470523387194,-121.98600173927844
2021-07-12 14:51:27+00:00,37.65469919890165,-121.98598690330982
2021-07-12 14:51:28+00:00,37.654692996293306,-121.98596821166575
2021-07-12 14:51:29+00:00,37.6546932477504,-121.98594775982201
2021-07-12 14:51:30+00:00,37.65469551086426,-121.98592546395957
2021-07-12 14:51:31+00:00,37.654699785634875,-121.98590467683971
2021-07-12 14:51:32+00:00,37.6547072455287,-121.98588414117694
2021-07-12 14:51:33+00:00,37.654714956879616,-121.98586385697126
2021-07-12 14:51:34+00:00,37.65472191385925,-121.98584265075624
2021-07-12 14:51:35+00:00,37.65472694300115,-121.98581909760833
2021-07-12 14:51:36+00:00,37.65473213978112,-121.98579722084105
2021-07-12 14:51:37+00:00,37.654738929122686,-121.98577961884439
2021-07-12 14:51:38+00:00,37.654747227206826,-121.98576360940933
2021-07-12 14:51:39+00:00,37.65475577674806,-121.98575388640165
2021-07-12 14:51:40+00:00,37.65476340427995,-121.98574139736593
2021-07-12 14:51:41+00:00,37.654772540554404,-121.98572840541601
2021-07-12 14:51:42+00:00,37.654781928285956,-121.98571717366576
2021-07-12 14:51:43+00:00,37.6547934114933,-121.9857085403055
2021-07-12 14:51:44+00:00,37.654804894700646,-121.98569814674556
2021-07-12 14:51:45+00:00,37.65481537207961,-121.98568758554757
2021-07-12 14:51:46+00:00,37.65482501126826,-121.98567467741668
2021-07-12 14:51:47+00:00,37.6548330578953,-121.98566168546677
2021-07-12 14:51:48+00:00,37.65484127216041,-121.98564969934523
2021-07-12 14:51:49+00:00,37.65484915114939,-121.98563813231885
2021-07-12 14:51:50+00:00,37.654856611043215,-121.9856255594641
2021-07-12 14:51:51+00:00,37.654863987118006,-121.98561416007578
2021-07-12 14:51:52+00:00,37.65487354248762,-121.98560292832553
2021-07-12 14:51:53+00:00,37.654882511124015,-121.98559043928981
2021-07-12 14:51:54+00:00,37.65488946810365,-121.98558105155826
2021-07-12 14:51:55+00:00,37.654898101463914,-121.98556931689382
2021-07-12 14:51:56+00:00,37.65490765683353,-121.98555674403906
2021-07-12 14:51:57+00:00,37.65491729602218,-121.98554567992687
2021-07-12 14:51:58+00:00,37.65492492355406,-121.98553327471018
2021-07-12 14:51:59+00:00,37.654932299628854,-121.98551977984607
2021-07-12 14:52:00+00:00,37.65494872815907,-121.9855008367449
2021-07-12 14:52:01+00:00,37.654956271871924,-121.98548650369048
2021-07-12 14:52:02+00:00,37.65495995990932,-121.98547217063606
2021-07-12 14:52:03+00:00,37.65496272593737,-121.98546001687646
2021-07-12 14:52:04+00:00,37.654969682917,-121.98544677346945
2021-07-12 14:52:05+00:00,37.654978232458234,-121.98543386533856
2021-07-12 14:52:06+00:00,37.654988542199135,-121.9854215439409
2021-07-12 14:52:07+00:00,37.65499600209296,-121.98541073128581
2021-07-12 14:52:08+00:00,37.65500295907259,-121.98539840988815
2021-07-12 14:52:09+00:00,37.65500899404287,-121.98538441210985
2021-07-12 14:52:10+00:00,37.655016956850886,-121.98537175543606
2021-07-12 14:52:11+00:00,37.65502592548728,-121.98535976931453
2021-07-12 14:52:12+00:00,37.65503472648561,-121.98534736409783
2021-07-12 14:52:13+00:00,37.655042270198464,-121.98533420450985
2021-07-12 14:52:14+00:00,37.65505165793002,-121.9853248167783
2021-07-12 14:52:15+00:00,37.65506071038544,-121.9853147584945
2021-07-12 14:52:16+00:00,37.655068673193455,-121.98530302383006
2021-07-12 14:52:17+00:00,37.65507688745856,-121.98529263027012
2021-07-12 14:52:18+00:00,37.655087700113654,-121.9852854218334
2021-07-12 14:52:19+00:00,37.65509876422584,-121.98528114706278
2021-07-12 14:52:20+00:00,37.65510857105255,-121.98527620173991
2021-07-12 14:52:21+00:00,37.655118042603135,-121.98527016676962
2021-07-12 14:52:22+00:00,37.65513103455305,-121.98526580817997
2021-07-12 14:52:23+00:00,37.65514335595071,-121.98526253923774
2021-07-12 14:52:24+00:00,37.655153749510646,-121.98525683954358
2021-07-12 14:52:25+00:00,37.655160538852215,-121.98524854145944
2021-07-12 14:52:26+00:00,37.65516581945121,-121.98524007573724
2021-07-12 14:52:27+00:00,37.655170764774084,-121.98522767052054
2021-07-12 14:52:28+00:00,37.655175207182765,-121.98521493002772
2021-07-12 14:52:29+00:00,37.65518174506724,-121.9852037820965
2021-07-12 14:52:30+00:00,37.65519272536039,-121.9851937238127
2021-07-12 14:52:31+00:00,37.65520370565355,-121.98518416844308
2021-07-12 14:52:32+00:00,37.655214853584766,-121.98517318814993
2021-07-12 14:52:33+00:00,37.65522424131632,-121.98515675961971
2021-07-12 14:52:34+00:00,37.655233377590775,-121.98514234274626
2021-07-12 14:52:35+00:00,37.65524184331298,-121.98513035662472
2021-07-12 14:52:36+00:00,37.65524368733168,-121.98512004688382
2021-07-12 14:52:37+00:00,37.65524385496974,-121.98511459864676
2021-07-12 14:52:38+00:00,37.6552440226078,-121.9851091504097
2021-07-12 14:52:39+00:00,37.65524569898844,-121.98510169051588
2021-07-12 14:52:40+00:00,37.65524921938777,-121.98509456589818
2021-07-12 14:52:41+00:00,37.65525416471064,-121.98509071022272
2021-07-12 14:52:42+00:00,37.65525768510997,-121.98508576489985
2021-07-12 14:52:43+00:00,37.65526103787124,-121.98508123867214
2021-07-12 14:52:44+00:00,37.65526338480413,-121.98507805354893
2021-07-12 14:52:45+00:00,37.65526724047959,-121.98507285676897
2021-07-12 14:52:46+00:00,37.65526883304119,-121.98507394641638
2021-07-12 14:52:47+00:00,37.65526916831732,-121.98507101275027
2021-07-12 14:52:48+00:00,37.655271012336016,-121.98506757616997
2021-07-12 14:52:49+00:00,37.65527235344052,-121.98506338521838
2021-07-12 14:52:50+00:00,37.65527327544987,-121.98506003245711
2021-07-12 14:52:51+00:00,37.65527377836406,-121.9850660674274
2021-07-12 14:52:52+00:00,37.65527620911598,-121.98507025837898
2021-07-12 14:52:53+00:00,37.65528199262917,-121.98507704772055
2021-07-12 14:52:54+00:00,37.655286602675915,-121.9850816577673
2021-07-12 14:52:55+00:00,37.65529364347458,-121.98508266359568
2021-07-12 14:52:56+00:00,37.65529775060713,-121.98508366942406
2021-07-12 14:52:57+00:00,37.65530345030129,-121.98508442379534
2021-07-12 14:52:58+00:00,37.65531334094703,-121.9850816577673
2021-07-12 14:52:59+00:00,37.65532440505922,-121.98508383706212
2021-07-12 14:53:00+00:00,37.65533379279077,-121.98508811183274
2021-07-12 14:53:01+00:00,37.655342761427164,-121.98509104549885
2021-07-12 14:53:02+00:00,37.655353490263224,-121.98509867303073
2021-07-12 14:53:03+00:00,37.65536254271865,-121.98510286398232
2021-07-12 14:53:04+00:00,37.655370170250535,-121.98510847985744
