time,latitude,longitude,altitude
2021-07-12 23:43:12+00:00,37.689589,-121.954178,199.8
2021-07-12 23:43:14+00:00,37.6896,-121.954199,198.8
2021-07-12 23:43:16+00:00,37.689615,-121.954187,198.8
2021-07-12 23:43:18+00:00,37.689612,-121.954172,198.8
2021-07-12 23:43:19+00:00,37.689606,-121.954168,198.8
2021-07-12 23:43:21+00:00,37.689603,-121.954163,200.2
2021-07-12 23:43:23+00:00,37.689598,-121.954163,200.2
2021-07-12 23:43:25+00:00,37.689593,-121.95416,201.2
2021-07-12 23:43:27+00:00,37.689588,-121.954161,201.2
2021-07-12 23:43:28+00:00,37.689584,-121.954163,201.2
2021-07-12 23:43:29+00:00,37.689581,-121.954164,201.2
2021-07-12 23:43:30+00:00,37.689574,-121.954163,201.2
2021-07-12 23:43:32+00:00,37.689572,-121.954162,201.2
2021-07-12 23:43:33+00:00,37.689571,-121.954161,201.2
2021-07-12 23:43:34+00:00,37.689571,-121.95416,201.2
2021-07-12 23:43:35+00:00,37.689571,-121.95416,201.2
2021-07-12 23:43:37+00:00,37.689572,-121.954161,201.2
2021-07-12 23:43:38+00:00,37.689573,-121.954161,201.2
2021-07-12 23:43:40+00:00,37.689572,-121.954161,201.2
2021-07-12 23:43:41+00:00,37.689567,-121.954157,201.2
2021-07-12 23:43:42+00:00,37.689565,-121.954139,201.2
2021-07-12 23:43:43+00:00,37.689564,-121.954118,202.7
2021-07-12 23:43:45+00:00,37.68956,-121.954099,202.7
2021-07-12 23:43:46+00:00,37.689555,-121.95409,204.2
2021-07-12 23:43:48+00:00,37.689548,-121.954074,205.8
2021-07-12 23:43:49+00:00,37.68954,-121.954056,205.8
2021-07-12 23:43:51+00:00,37.689536,-121.954034,207.2
2021-07-12 23:43:52+00:00,37.689538,-121.954013,207.2
2021-07-12 23:43:53+00:00,37.689539,-121.953994,207.2
2021-07-12 23:43:55+00:00,37.689541,-121.953968,208.5
2021-07-12 23:43:57+00:00,37.689537,-121.953941,210.0
2021-07-12 23:43:59+00:00,37.689537,-121.953924,210.0
2021-07-12 23:44:01+00:00,37.689538,-121.953901,211.4
2021-07-12 23:44:02+00:00,37.689539,-121.953885,211.4
2021-07-12 23:44:04+00:00,37.689535,-121.953873,211.4
2021-07-12 23:44:05+00:00,37.689529,-121.953868,211.4
2021-07-12 23:44:07+00:00,37.68952,-121.953862,214.2
2021-07-12 23:44:08+00:00,37.689517,-121.953857,214.2
2021-07-12 23:44:09+00:00,37.689517,-121.953849,214.2
2021-07-12 23:44:10+00:00,37.689515,-121.953838,214.2
2021-07-12 23:44:12+00:00,37.689518,-121.953819,215.6
2021-07-12 23:44:13+00:00,37.689519,-121.953812,215.6
2021-07-12 23:44:14+00:00,37.689522,-121.953804,215.6
2021-07-12 23:44:15+00:00,37.689523,-121.953802,215.6
2021-07-12 23:44:17+00:00,37.689526,-121.953805,214.3
2021-07-12 23:44:19+00:00,37.689526,-121.953801,214.3
2021-07-12 23:44:20+00:00,37.689527,-121.953795,214.3
2021-07-12 23:44:21+00:00,37.689528,-121.953788,214.3
2021-07-12 23:44:22+00:00,37.689528,-121.95378,214.3
2021-07-12 23:44:24+00:00,37.68953,-121.95377,215.7
2021-07-12 23:44:25+00:00,37.689529,-121.953761,215.7
2021-07-12 23:44:26+00:00,37.689526,-121.953751,215.7
2021-07-12 23:44:27+00:00,37.689519,-121.953737,216.9
2021-07-12 23:44:29+00:00,37.689512,-121.953723,218.1
2021-07-12 23:44:30+00:00,37.689504,-121.953713,218.1
2021-07-12 23:44:32+00:00,37.68949,-121.953694,219.6
2021-07-12 23:44:33+00:00,37.689485,-121.953685,220.8
2021-07-12 23:44:35+00:00,37.689481,-121.953672,220.8
2021-07-12 23:44:36+00:00,37.68948,-121.953659,220.8
2021-07-12 23:44:37+00:00,37.689481,-121.95365,220.8
2021-07-12 23:44:38+00:00,37.689485,-121.95364,222.1
2021-07-12 23:44:39+00:00,37.689492,-121.953629,220.8
2021-07-12 23:44:41+00:00,37.689499,-121.953618,220.8
2021-07-12 23:44:42+00:00,37.68951,-121.953604,222.1
2021-07-12 23:44:43+00:00,37.689516,-121.953597,222.1
2021-07-12 23:44:45+00:00,37.689531,-121.953587,221.1
2021-07-12 23:44:46+00:00,37.689546,-121.953589,221.1
2021-07-12 23:44:47+00:00,37.689556,-121.953589,221.1
2021-07-12 23:44:49+00:00,37.689565,-121.953578,220.2
2021-07-12 23:44:51+00:00,37.689573,-121.953564,220.2
2021-07-12 23:44:53+00:00,37.689574,-121.953551,221.5
2021-07-12 23:44:54+00:00,37.689566,-121.953542,221.5
2021-07-12 23:44:56+00:00,37.689556,-121.953536,222.4
2021-07-12 23:44:57+00:00,37.689552,-121.953534,222.4
2021-07-12 23:44:58+00:00,37.68955,-121.953531,222.4
2021-07-12 23:45:00+00:00,37.689551,-121.953521,222.4
2021-07-12 23:45:01+00:00,37.689551,-121.953511,223.6
